marks,n,author,title,date,content_ques
0,161,durian0816 (durian0816),Re: [問題] 生小孩有多痛？,Thu May 9 18:05:46 2019,我是剖腹產手術時不會痛半身麻醉 所以不會有感覺總之就是醒著被劃開肚子從肚子被劃開到小孩拿出來其實只有短短幾分鐘整個過程我覺得最可怕的是縫合要花很久重點是我還醒著 至於原文問痛不痛喔傷口不太會痛但是宮縮夭壽痛
0,162,onollll (嚕嚕),[問題] 生小孩有多痛？,Thu May 9 17:48:29 2019,嚕嚕是男生 所以不會生小孩啦啊嚕嚕我很好奇 女孩們生小孩是有多痛據嚕嚕所知的女孩生小孩的方式有兩種一種是剖腹產另一種就是自然生產啊這兩種有什麼差別自然比較痛嗎還是剖腹
0,165,zool2 (zool),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 14:08:32 2019,不乏看到版上舉出很多靠自己努力翻身的例子甚至是攻擊其他人說一代不如一代我試圖用宏觀一點的角度去看待這些事情先講結論1能夠翻身的絕對是少數2不努力不管你在哪個位置都沒機會翻身要先提到一個名詞基本歸因謬誤簡單來說就是對於他人的行動我們往往會傾向以個人內在的性情來解釋而非外在的情境因素之前在文獻有看到抱歉我忘記哪篇窮人最可怕的並不是說外在條件的不利而是貧窮的生活模式生活習慣被複製例如說在周遭人都是容易放棄的在這種環境中長大接觸到的族群大多都是容易放棄的族群與他們生活接觸後就會對自己的認知有所影響進而內化成為自身的一部分而這種生活態度就會根深柢固的內嵌在潛意識中這種東西你能稱之為不努力嗎我認為不然因為環境確實影響到個人行為態度想翻身不能單純怪罪她不努力只能說努力是翻身的一條途徑
0,166,willy1103 (馬子狗下地獄),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 13:14:57 2019,一整串看下來真的傻眼難怪台灣一代不如一代哪有什麼父母都要傳好好給你才能成功的道理自己想要什麼就靠自己的力量去爭阿五六年級都是這樣長大創造了台灣最輝煌的年代結果現在七八年級一個個把小孩養成娘泡草莓不能打不能罵教育整天愛來愛去wtf舉我家三兄弟為例我和我哥都是高中就離家獨自生活打工我哥是開業醫生我有自己的事業我小弟呢 老來得子不想打罵什麼都順著路都鋪好好書不念搞什麼美術也讓他學了結果呢 吸毒ㄎㄧㄤ掉到現在還在領2x k憤青下屬A當年成功的人都是搭經濟起飛的順風車現在我白手起家拚死拚活還是只有一點點我那你父母怎麼沒跟大家一起搭車成功看來基因真的是會遺傳的阿接班軼聞錄
0,167,bass19920614 (阿Q),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 12:45:40 2019,很多人都說努力沒有回報但我認為努力過的痕跡會深深刻在自己的靈魂讀過的書走過的路打過的工看過的影片推噓過的文都會深深影響一個人的價值觀進而產生獨特的思想這些都是無價的不是窮就可以否定一個人歷史上有許多偉大的哲學家藝術家他們在世時可能過得比大多數的鄉民還慘但他們留下偉大的思想或藝術品人窮很可悲我懂我也是窮人但窮又失志又更可悲只要還活著就該拚下去反正也窮到沒什麼可失去了共勉之以下真心話我也很痛恨我父母因為我家不只窮他們還會給我極大的壓力卻完全沒給我任何資源國小沒一百少一分打一下國中沒全校前20每天被酸得跟狗一樣高中沒考上第一志願的數理班但有上普通班我爸直接三年不理我把我當空氣大學上中字輩GG我爸更火大怎麼不是台大怎麼不是醫科我從小雖然有補習但到國中為止都是免費當活招牌高中有補但老爸你去補一學期看看別人怎麼讀書就好高中常在學校念書到晚上3餐飯錢60常常和我同學借錢吃飯還好有一些獎學金可以度日大學也是就學貸款這時老爸的生意有起色才比較有給我些金援但也不夠需要我天天去打工不然真的會餓死前幾個月研究所放榜我都沒正在等備也是被酸到不行現在研這麼好考還考這樣總之我父母就是幾乎沒給我什麼資源又整天酸我前幾天我媽也是在酸說養你這麼久都沒看你拿錢回家孝敬我超火大從小給你們炫耀不用錢喔幫你們修電腦不用錢喔我家因為開店有五台電腦重灌中毒甚至是組裝換零件都我在弄弄了快10年拿附近電腦公司的報價給我媽看你看就算打五折我看你們還欠我錢我媽三八一家人計較這麼多親情自助餐
0,168,SgEPCKc (天空好藍),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 12:40:55 2019,原文恕刪努力固然重要但窮人就是要比有錢人付出更大的努力能獲得的資源相較之下也比較少如果真的出生貧困的家庭那也只能努力了所以目前的我沒有養小孩的打算因為我認為現下我沒有能力也沒有好的環境讓他們成長努力就好了啊這麼悲觀難怪不會成功是努力真的很重要不管窮人有錢人都有他們需要努力的地方但有錢人付出的努力總體來講就是會比窮人少如果要養小孩我希望他可以不用太過擔心錢的問題盡情地以身邊所能獲取的資源去努力也就是至少從０起跑向前努力奔跑而不是從負開始起跑窮人養小孩雖說不是全部仍不乏有幸福的家庭但通常苦了自己也苦了小孩有錢人養小孩雖然也不乏有經營失敗的家庭但通常應該都過得不錯兩者間的煩惱也有基本款和奢侈版的差別努力也許可以翻身不努力一定不能翻身我還是認同的但窮人所要付出的努力實在是太多太多了也不是所有人的心靈都能堅強到克服這等困難走歪的擔任低階或中階的員工還是底層人占多數其中有些真正底層的更是沒有翻身的機會並不是所有事情靠努力就可以翻身的運氣也非常重要但既然被生了下來也只能努力了調適好自己的心態死命地努力努力再努力至少也應該努力到可以養活自己的程度如果你覺得過得很痛苦還是別生小孩讓他跟著一起痛苦吧也許他會成功也許不會也許快樂也許不快樂誰知道呢只能知道他必定會經過一段艱辛的童年而你也不知道他長大後是否樂於有過這樣的過去
0,169,anshley (想念卻不想見的人),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 12:15:38 2019,你該怨的是你家裡該給你的溫暖 親情 快樂不夠而不是物質生活的缺乏我家三個小孩老爸是紡織廠工人單薪四五十歲中年時工廠就倒了失業了跑去做大樓警衛房東先生過世了房東太太還把靈位放在我們家我們住二樓 房東住一樓颱風來時怕淹水一樓的東西也都搬到我們家放一直都租人家房子很慘的但我們三兄弟也都結婚成家了從來沒覺得我來這世上需要抱怨原生家庭什麼窮人生小孩的家庭多的是先想想自己悲哀狀況的原因而不是像單細胞腦一樣直接歸咎窮不窮的問題吧
0,170,em4 (通通去吃寶路啦><),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 11:19:20 2019,吶 魯魯我覺得是這種父母太自私 只想到他們自己沒想到小孩的未來 像我家就生三個靠北魯魯我是多生的 去報考公家國營的考試 四處放聲說我一定考不上 科科 一開始以為是為了激勵我 後來居然勸我別考去旅館做櫃檯 說什麼薪水雖然只有兩萬 但省一點在家住也可以娶老婆生子 科科勒 後來才覺得我媽只是要條聽話的狗而已 只是魯魯我比較衰洨 剛好是老么 三個兄弟是我被迫當這個角色 後來不合魯魯我搬出去了當然這計畫就破滅惹 嘻嘻 我媽就開始肖想我還沒結婚的哥哥 有次聽到我哥有考慮出家去僧團 只是考慮 我媽就急著叫其它師姐來勸退 最後還寫信說什麼擋人出家不好 提到照顧爸媽責任不該由他一人承擔 請我哥不用考慮他們照顧的問題 整個狐狸尾巴露出來還打悲情牌 魯魯我是覺得我孝道已盡 從小就是被當成我媽不爽我爸的出氣筒 然後從小也沒什麼出去玩 平日寒暑假連家門都出不去 就是給一口飯吃然後常常不爽修理我 所以他們晚年怎麼樣 魯魯我一點都沒有愧疚感 反而覺得我是最孝順的那個 嘻嘻 如果想養兒防老那也得看小孩的能力 還有自忖對小孩的付出是怎樣 不然單方面要求子女就該報恩 根本呵呵大概是這樣 為什麼窮人還要生小孩呢 一個人咬牙把小孩帶大 很可敬很偉大 全世界都會這樣講 但是小孩呢 長大以後所有的收入都要拿來回報家裡 否則就是不孝 自己的人生規劃全沒了 明明是成家立業的年紀儲蓄全部都要拿給家裡 你有問過小孩願不願意被生出來嗎 我好恨被生出來 我怎麼會那麼慢才開始恨呢 從我不能念研究所 從國中打工要給家裡一半錢 從我一直被罵孝親費給太少 從我發現我根本買不起房 從我發現我連結婚都沒錢結 我就應該開始恨的啊 所以我不會生小孩的 我不會複製跟我一樣悲慘的人生 我為什麼要努存錢 存的那少少的錢 得癌症一樣不夠醫啊 出意外一樣不夠治 房子一樣買不起啊 為什麼要存 為什麼不拿去對自己好一點 一個年輕女生 包包鞋子衣服都沒買多少 保養品也不敢買 存屁存 窮人存屁錢 早點去死死算了
0,171,ImNotAngel (小惡魔),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 11:04:14 2019,我能理解這個世界是不公平的小學的時候同學在玩電子雞怪獸對打機我只能在旁邊羨慕唯一一套制服因為來不及洗散發出昨天體育課的汗臭味國中開始流行垮褲班上男生的褲子總是穿一半我因為還在穿國小的白色內褲總是乖乖繫上皮帶同學都認為我是怪胎高中沒有高中因為我沒錢念高中曾經我也怨恨貧窮的父母從小到大考試是我最開心的時候因為唯有在考試的時候我是全班第一名同學擔心考太爛回家被父母沒收怪獸對打機我能夠因為一百分拿到老師的糖果發現自己連考試的權利都沒有時我徹底理解這個世界是不公平的不想回去每天為錢吵架的家第一次露宿街頭在士林捷運站旁邊的公園金融海嘯時那邊聚集了一些遊民我才15歲是所有人裡面最年輕的看女遊民喝醉直接在路邊小便接過流浪漢手上的菸我躺在石頭椅子上聽著捷運經過的聲音如果人生是龜兔賽跑那我就是從不偷懶的烏龜被兔子輕鬆超過火影忍者裡面有個角色叫做小李長得憨憨的學不會任何忍術的他座右銘是就算不會忍樹跟幻術也能成為偉大的忍者忍者世界是殘酷的小李就連唯一會的體術也學得比別人慢被同學嘲笑之後一個人在角落練習體能最後忍不住哭了出來這時老師經過告訴小李雖然他不像同學天生就有忍術天分小李是努力的天才現實遠比漫畫更殘酷Ｍ型社會並不是靠天分跟努力就能超越的對我來說努力是理所當然的比別人努力十倍百倍只是基本的證明自己能做到什麼而不是羨慕別人擁有什麼是我的座右銘貧窮讓我失去許多機會卻也給了我很多東西那就是忍人所不能忍沒有冷氣的鐵皮工廠老闆壓榨師傅刁難身邊的人嘲笑這一切都不算什麼一天上班12小時回到家我照樣翻開書學習軟體政府推動一例一休我則是想著假日要去哪卡保全夜班如果努力的天才還不夠那我就是應變的天才該撐下去的時候絕不倒下要自己思考答案的時候全面分析就算被刁難也不會生氣全身破衣服也不會自卑必要的時候低聲下氣要強硬的時候拋開道德觀只為了抓住所有可能性因為我很清楚自己要的是什麼我要得到比別人更強的能力唯有擁有更全面的能力輕鬆做到別人做不到的事情才有可能在這個沒有希望的年代自己創造機會漸漸地我發現我已經不是一無所有交了女朋友買了車開始有了人脈一個案子三千五千到現在一個晚上賺一兩萬上班對我來說跟打電動一樣輕鬆下班後才是卯足全力超越別人的時刻機會一直都在眼前這陣子下班後都沒新案子打開電腦我決定寫一本書提到寫書只是舉例我怎麼創造機會現在還沒寫完XDD沒有要業配補充幾個問題Q後來怎麼翻身的A當然不是靠直銷詐騙我選擇的路很平凡自學繪圖軟體參加設計比賽拿下全國性比賽的佳作後來找工作就順利多了開始在廣告公司上班以後累積專業知識漸漸開始能夠自己估價協調整個案場接著就開始接案了關於這個我有在Salary板發文Q做了那麼多你還是沒追上有錢人呀A沒錯我所有的努力比不上連勝文出生時的家產甚至連房子都買不起可是我成為更好的我替自己的生活增加更多可能性過得更開心哪怕是現在我也在想怎麼創造更好的選擇這篇的目的是與其怨恨過去不如把這些轉化能能量思考怎麼做能夠改善我一直覺得困境能讓人更確定自己的方向也可以徹底擊敗一個人全都在一念之間 為什麼窮人還要生小孩呢 一個人咬牙把小孩帶大 很可敬很偉大 全世界都會這樣講 但是小孩呢 長大以後所有的收入都要拿來回報家裡 否則就是不孝 自己的人生規劃全沒了 明明是成家立業的年紀儲蓄全部都要拿給家裡 你有問過小孩願不願意被生出來嗎 我好恨被生出來 我怎麼會那麼慢才開始恨呢 從我不能念研究所 從國中打工要給家裡一半錢 從我一直被罵孝親費給太少 從我發現我根本買不起房 從我發現我連結婚都沒錢結 我就應該開始恨的啊 所以我不會生小孩的 我不會複製跟我一樣悲慘的人生 我為什麼要努存錢 存的那少少的錢 得癌症一樣不夠醫啊 出意外一樣不夠治 房子一樣買不起啊 為什麼要存 為什麼不拿去對自己好一點 一個年輕女生 包包鞋子衣服都沒買多少 保養品也不敢買 存屁存 窮人存屁錢 早點去死死算了
0,175,handssomelin (Repeatplz),Re: [難過] 好恨窮人為什麼要生小孩,Thu May 9 07:54:24 2019,其實窮人有錢人差的真不是錢把有錢人的錢都拿走他還是有辦法再賺回來因為過去的人脈跟經驗都還在只要有一筆錢跟找到投資機會還是可以回來關於您這樣的情況想跟你說辛苦了如果你願意改變不妨聽看看怎麼做竭盡所能的想辦法賺錢我們接受到一堆資訊一對來自不缺錢人的毒雞湯什麼不要為了錢賺錢要找有興趣的狗屁竭盡所能的去拼才有可能遇到貴人但是這段時間你會全年無休累的跟狗一樣的懷疑人生拼的就是一個機會你是否願意二十年前也有人這樣問過您的父母現在的你也是二十年後的二十年前
0,180,zoophile (mockingbird),[討論] 不生小孩的人怎不去結紮？,Tue Apr 2 19:06:03 2019,台灣人喜歡把自己養的寵物帶去結紮不過台灣人又不生小孩生育率全球墊底結紮後很多事情不需要擔心不過現實中去結紮的很少吧為什麼不生小孩又不去結紮有什麼損失嗎 男的女的為什麼不結紮 有什麼要擔心的嗎
0,187,getme2 (),[閒聊] 生小孩 送什麼好呢？,Wed Mar 13 18:05:55 2019,事情是這樣的前幾天男朋友姐姐生了一個小女孩因為姐姐平時對我蠻照顧的就在想說那應該送什麼好呢尿布衣服雞精補品包紅包呢還是包紅包好啦實在
0,198,vwwvwvvvwvv (倉鼠的憤怒),Re: [討論] 對沒有生小孩的人課稅,Mon Dec 10 22:59:29 2018,臉書上看到的一篇文章內容寫得蠻有意思的 給版上的參考一下沒有生小孩的生活品質是不是更好齋主認識幾對沒有生育的夫妻因為經濟條件本身就不錯所以兩人過著逍遙的日子不但能毫無毫無牽掛的出國旅遊能全無壓力的購買各類流行商品也能在家中過著無憂無慮的生活假日的日子就是兩人討論要去哪裡吃美食旅遊或是去百貨公司消費因為沒有小孩所以因為沒有小孩所以也不需要帶著拖油瓶出門加上兩人已經有了一定社會地位所以這高收入自然也是全都用在了自我生活品質的提升上多了個不受控又花錢的小孩當然會對生活品質造成影響而且影響程度還遠比我們所想得高但齋主我覺得如果真要追求甚麼生活品質光是這樣應該遠遠不夠其實有個愛人能增加的生活品質也相當有限不知道你喜不喜歡自己一個人去電影院看電影你可以毫無拘束的擁有自我時光不必在乎伴侶要不要吃吉拿棒也不需要在乎伴侶是不是要去上廁所更不用在乎伴侶想看的電影和自己是不是相同人家說的單身貴族大概就是貴在不需要和伴侶妥協任何事物真要提升所謂的品質其實齋主我覺得乾脆不要出生算了人活在世界上都是煩惱煩惱錢從哪來煩惱貸款煩惱人生計畫還得掛心家人親戚這些煩惱只是讓生活品質下降佛家所云之三毒貪嗔痴九成都來自於這些與人之間的相處關係擺脫這些情緒的方式只有修道成佛但那太過困難還不如乾脆在奈何橋就打死不要喝下孟婆湯導致轉世遙遙無期說不定生活品質更高但對我而言生活品質並不是買的東西越好吃的東西越美味旅遊的地方越多就代表生活品質越高我們雖然覺得家人親戚很煩成天念東管西但這些人卻是真心愛我們所以造成了我們的壓力和煩惱如果沒了這些煩惱和壓力會提高生活品質那喪禮應該是家屬歡慶的場合齋主我雖然覺得伴侶看電影很麻煩一下要吃吉拿棒一下要吃薯塊一下又要上廁所但看到她坐在隔壁一起看電影那份安心感和喜悅是難以取代的齋主也認識幾對教育水準高經濟狀況也相當不錯的夫妻由於生了個小孩開銷不但因此大量增加也被這小孩牽制住導致犧牲了許多假期無法出遊連個晚上都睡不好但我每每看到他們夫妻談起小孩又或者看到小孩開心的模樣臉上洋溢的幸福我想絕對不是吃喝玩樂這種所謂的高品質生活可以相提並論的
0,202,Lgood (Life is Good),[灑花] 張柏芝生小孩了,Fri Nov 30 15:00:13 2018,柏芝歷經這麼多苦痛終於遇到好丈夫好爸爸可以依靠了請各位跟我一起祝福她兩人今年三月才認識男方也受到了張柏芝的媽媽弟弟的喜愛張柏芝的媽媽3月上節目時還透露女兒有新戀情對象為一位65歲的新加坡富豪並表示雖然相差27歲但男方很照顧人
0,205,lpbrother (LP哥(LP = Love & Peace)),[討論] 同事生小孩,Mon Oct 29 20:39:31 2018,今天收到同事的彌月蛋糕這是我進公司第三年第三個生小孩的吧不過都是男方就是了第一個是我的直屬一級主管主任生第二胎女生後來是直屬二級主管組長生第一胎男生因為有某種利害關係所以我依照習俗會跟同事包點紅包讓他們買尿布之類的其實主管平常很照顧我會請點東西吃之類的現在剛生小孩的同事算是其他辦公室的但是平常業務還是會接觸到而且非常重要負責全公司的網路網路掛掉就死定了我就沒辦法上PTT這個是不是應該包大包一點
0,206,cerberus4523 (Cyril),Re: [閒聊] 一輩子不生小孩 存的錢能幹嘛,Wed Oct 24 12:26:48 2018,之前經過捷運站看到有團體賣手工食品募款蓋孤兒院看了一下募款時間過半款項募不到10直接把最近一筆六位數所得轉過去反正肥宅也沒地方花錢一張兩萬頂級顯卡用一年還能賣一萬錢存著不知道哪時候會出現更需要的人
0,208,Paul1021 (胡迪),[討論] 男生幾歲才是生小孩的極限,Mon Oct 8 17:29:22 2018,請問大家男生幾歲才是讓女生懷孕生小孩的極限呢如果到了50歲男生還有機會讓女生懷孕生小孩嗎大家認為呢
0,209,guohuo (在台北縣漳和國中被霸凌三年800人考不出建中),Re: [閒聊] 生小孩是不是很花錢,Thu Oct 4 00:27:37 2018,還好我之前讀台北縣中和市漳和國中的時候我1年5班的同學的家長幾乎都是把小孩當放牛吃草全班沒幾個人補英文數學連這麼基本的都不補了 更不用說學鋼琴了放假沒事情整天出巡跳陣頭花不到甚麼錢啦在學校還可以作威作福的勒索其他同學賺點零用錢看怎麼養啦 
0,211,jadishcat (菜喵),[閒聊] 為什麼活在地獄的人還想生小孩？,Fri Sep 21 17:47:35 2018,看了很可憐很鼻酸已經戰爭好幾年生活在真正的地獄那些孩子的父母到底在想什麼幹嘛生出來讓孩子受極大的痛苦相較台灣不敢生只是怕過得不太爽但養活養大養出好體格好品德是可以的為什麼活在地獄的人敢生呢
0,212,lishan90734 (封封封),Re: [討論] 女生為什麼要生小孩,Tue Aug 21 12:01:29 2018,不然能怎樣沒看過國產軍教片嗎革命軍人除了生小孩不用會 其他什麼都要會這不是基本的嗎xDDD一堆人說現在不生小孩是因為養不起小孩的根本就是在講垃圾話反正某些說不生的 到最後都會生的啦ps我是男生 不生小孩不知道可不可以離婚欸嘻嘻反正現在不是女權運動正夯嗎 女人的子宮自己作主主要原因就只是因為會不能買一堆自己想買的東西 享受生活而已喇 不肯面對現實這樣小魯我印象中 在我年幼時 家裡的錢錢都不見了聽老媽說 以前家裡很有錢 就是沒想到要買房子現在才知道當時是金融風暴 那時候家裡突然超無助老爸老媽又吵架離婚 一個媽咪帶3個小孩也是硬扛扛過來了 現在回頭看我媽 覺得 我媽真的很狂 說出去也沒幾個人信再看看現在說月薪沒78萬養不了小孩的人 覺得 ㄏㄏ
0,213,XX9 (巨大姬洩),Re: [討論] 女生為什麼要生小孩,Tue Aug 21 10:57:29 2018,讓我想到以前發育前的事情國小因為沒有荷爾蒙激素的刺激所以那時候特別快樂不會隔幾天就想交配 對女生也毫無興趣更可以說是有點討厭女生國小的時候思考很單純啊那時候覺得女生都沒什麼特殊興趣 話不投機半句多小規矩又多 很難搞發育期開始之後 就像拿刀架住阿母棍專心不下來國小的時候那種完全沒有干擾的狀況都消失了沒多久 又想啪啪趴不然就是靜不下來如果說身心平衡的話 1520這段可以說是最痛苦的時期這等於是每天都有人在煩你一直弄一直弄一直弄我覺得每個人差異這麼大但是只是灌入激素而已 就可以讓全球各地的人們立刻分成兩種類型 叫男生與女生原本對女生沒興趣的人 色情點滴吊幾滴之後就瘋了所謂的有感覺說穿了就是荷爾蒙和激素而已要人類不要像機器人一樣 要有情感又要人像文青一樣浪漫 想要有感覺我覺得這就是最矛盾的一件事情不可能的荷爾蒙可以把人逼瘋的可以讓原本個性溫和善良的男生變成公車捷運上偷窺偷拍的色狼就知道威力有多大
0,214,medlife0830 (allen game),Re: [討論] 女生為什麼要生小孩,Tue Aug 21 10:46:15 2018,這個我知道因為條件好的男生大多都要小孩不生的大概都是擔心自己生活的人所以女孩寧願生小孩也不跟不生小孩的肥宅在一起大概是這樣子
0,215,hoby (哈比),Re: [討論] 女生為什麼要生小孩,Tue Aug 21 10:34:21 2018,女生如果不生小孩 還能幹嘛這是女生的義務 責任 不然她們為何不用當兵 不用被要求念理工科不用搬重物 不用隨便被告性侵就成立不用因為AA就被嘴 不用承擔主要經濟壓力社會給予女生多多優待 就是因為知道女生生小孩很辛苦如果女生不生小孩 不好意思 不盡義務的女生請離開台灣
0,217,jeromeshih (以謹慎態度來面對問題),[閒聊] 不打算結婚生小孩的老師為何要擔心少子化,Mon Aug 20 14:52:05 2018,現在其實許多在學校授課的老師自己也不一定結婚生子但有時還是會在和朋友或網路聊天聽到目前針對少子化1目前教育局政策可能先減班再小班如此推測可以縮減教師員額2如果學校超額老師可能會被調到偏遠地方所以有些人也是會顧慮教師感覺不再是長期穩定工作不過如果連和小孩工作高度相關的自己都覺得還是不生的好如此擔心少子化不是也有點衝突有人能說明一下嗎
0,218,zuan (Hello),Re: [討論] 不打算生小孩的有認真想過老年的生活嗎?,Sat Aug 18 09:50:56 2018,問這個問題的想法很奇妙首先預設了生小孩的人都認真想過老年生活再以這個前提認為沒有小孩的人沒有認真想老人生活跟小孩互動時間有多少如果不是爸媽沒時間顧小孩才輪不到老人家顧也不是每個老人家都喜歡跟小孩混在一起你認為老人重心都在小孩身上也只是你對老人家的功能的投射反映而已溪頭那些拿老人票塞爆園區跟公車的人怎麼沒有以晚輩為重心生活著有體力就出去沒體力就待在家生病就去看醫生欸這跟批踢踢肥宅的生活也很像阿到底是要老人家怎樣才叫做有好好想生活怎麼過原PO整個文章唯一的需要外界協助的就是老人家沒有晚輩照顧看病怎麼辦坐車叫車送醫院阿不然怎麼辦難道你是要躺在家發文說□ 問卦 老人家生病怎麼辦嗎
0,219,fffwww (fff),Re: [討論] 不打算生小孩的有認真想過老年的生活嗎?,Sat Aug 18 01:02:14 2018,現在這年代真的不要想養兒防老我阿嬤85歲生了6個兒子 沒一個中用敗掉台北市好幾棟房產最後自己淪落租屋跟他一起住的叔叔在租屋處養小鬼被發現結果現在房東也不續租了我爸也是敗掉兩棟房的廢物 就不知道發什麼神經非要當孝子說阿嬤一定要租在我們家附近更莫名其妙是連叔叔也要一起養房租只有15k預算 還要在台北市3房2廳套房還嫌格局不好 最奇怪明明只有兩個人要住幹嘛指定要3房2廳結果根本找不到 也不看看自己條件有多差房客是一個85歲疑似失智的老人跟精神異常的60歲老人說真的房租預算提再高也沒用 那個房東敢租啊年輕時沒好好存錢 老了基本上都很慘
0,220,kaitai (測試),Re: [討論] 不打算生小孩的有認真想過老年的生活嗎?,Fri Aug 17 22:34:42 2018,我的天 這種事情有這麼難懂嗎100年前的古人 搞不好連電話都沒看過他可以想像100年後大家都有智慧型手機可以用的生活嗎100年前古人 寫信只能用紙筆他可以想像100年後大家都用網路line來line去的生活嗎100年前古人 搞不好連別的村都沒去過幾次他可以想像100年後大家連去日韓都覺得普通 人人都去歐美非洲玩的生活嗎60歲以上的老人以前什麼好玩的科技都沒有 當然只能生小孩重心在小孩身上等現在年輕人老的的時候 生活怎麼可能會跟現在60歲以上的老人一樣 
0,222,pauljet (我好慚愧我居然當過川黑),[討論] 到處生小孩的日本富二代想做什麼？,Thu Aug 16 20:21:15 2018,新聞報導 他是日本光電財團二代到東南亞國家找代孕 生了很多個孩子有人估計他的孩子已經有百名雖然他養得起 也請專業人士照顧孩子們可是他想做什麼真的想不通有人可以提出想法嗎
0,223,qqqm (@@),Re: [討論] 女生結婚生小孩問題,Thu Aug 9 01:21:50 2018,1 先去凍卵2 不要交往了再來考慮對方有沒有可能是好爸爸從選擇交往對象時就要留意了要怎麼挑的話很難全部講到但你可以觀察對方是不是有同理心能站在你的角度想有沒有一些既定的對於性別的刻板印象ex 小孩是媽媽的事情 爸爸是幫忙媽媽而不是共同分攤比較快的方法就是婚前同居或是去自助旅行這兩種都很容易幫助你認識對方但同樣的你也要問自己是不是對於媽媽這個角色也有一些既定的期待你希望是自己能達成的我當媽之後的觀察是其實很多豬隊友之所以豬也來自於媽媽本身的不放手這是互相影響的之前我寫過一篇神隊友的養成分享不過對於現在的你應該是還用不到先從挑一個好相處的對象開始吧
0,225,cicadascry (惡意),Re: [討論] 女生結婚生小孩問題,Wed Aug 8 14:27:07 2018,我覺得想這些都還想太多了我建議有這個煩惱的人都應該先檢視一個問題男生女生都一樣你有沒有當單親爸媽的能力如果沒有你那些煩惱通通都是空話因為很簡單啊假設結婚之後才發現對方根本豬隊友甚至是渣男渣女或著很不幸地對方突然發生意外走了如果你又沒有能力當你的小孩不是很可憐要跟你一起喝西北風謝謝大家 
0,226,meowyih (meowyih),Re: [討論] 女生結婚生小孩問題,Wed Aug 8 12:03:15 2018,我好像這幾年寫過好幾篇跟女兒有關的文章講起來都千篇一律沒啥新意不過女兒好可愛就當就當練打字好了人生本來就是冒險 生小孩有沒有風險就算你現在喜歡小孩小孩可是每個都不一樣的你怎麼知道以後小孩不會把你的耐性磨掉就跟結婚一樣你怎麼知道婚後老公是不是婚前的那個人多的是婚前從不回家 婚後就變孝子的男人就算打定一輩子不婚不生你怎麼知道男友過幾年不會變恐怖情人搞的你身心俱疲然後不生 那以後後悔了怎麼辦推文說凍卵 嗯 問題有這麼單純就好了一句外國諺語 如果怕踩死螞蟻 那連路都不用走了你甚麼都要擔心 那結果就是生也不對不生也不對或是說生了也後悔不生也後悔 根本沒有正確答案我跟老婆二十幾年前就開始同居了她討厭結婚對小孩無感我說我不在乎就這樣大學同居到當兵台灣同居到美國然後又同居回台灣三十歲時她說她變了想結婚了我說好我都行就結婚了但還是對小孩無感所以我們還是過著跟同居前差不多的日子過了 35 歲她說有個小孩也不錯要不要試試我說好小孩想來我們就讓她來結果小孩都不來檢查了也沒用年紀大了沒辦法 XDDD過了二三年我們放棄以後結果小孩自己就來了 p養了幾年小孩說真的就跟交男友一樣幸福的時候很幸福 尤其今天一早起來女兒就抱著我說父親節快樂的感覺潮爽的 p但小孩在鬧時那種身心的疲憊又會嚮往當年的自由就跟結婚一樣不可能只有好沒有壞好壞的比例不是你看 ptt 的文章就可以判斷的真正的考量應該是犧牲了十幾年的人生換了一個一輩子不會背叛你會永遠可以信任的愛你的人值不值得 連跟我過了二十幾年的老婆我都不敢說她永遠不會背叛我 但我費盡心力陪她成長的女兒我敢說這句話 這問題很難真的人生苦短十幾年的自由也不是甚麼口袋裡的零錢說給就給如果這十幾年正好就是人生中最後十幾年呢 這樣值得嗎順其自然也許是一個好選擇反正你現在連婚也沒結想再多也沒用男友現在說討厭小孩婚後變甚麼樣你也不知道如果最後時間拖到生不出來或是不適合生了就當自己跟小孩無緣就好不要預設立場說一定要生或一定不生人是會變的就像我老婆從不婚變想婚我從討厭小孩到 其實我還是討厭小孩只是自己女兒真的太可愛了看到她就想親個不停沒辦法 a小小香香軟軟抱起來還會顆顆笑個不停 超可愛的好像寫了篇很雜亂的父親節文章 p
0,227,dcarder (笛卡爾),Re: [討論] 女生結婚生小孩問題,Wed Aug 8 10:43:28 2018,怎麼會無解呢 我提出三大解給水水參考1 將小孩丟給保母顧 有什麼問題都可以花錢解決 現在蠻多有錢的女生都這樣2 找一個肯顧小孩的男生顧 這也很容易 現在這種男生很多3 凍卵或是老一點用領養的我是建議老了用領養的 環保又省事 
0,228,NOTHINGES (肥蛇蛇推便便 也有朋友(3),Re: [討論] 女生結婚生小孩問題,Wed Aug 8 10:12:52 2018,看你的條件 
